year,month,stateid,price,price-units
03,2023,AL,14.67,cents per kilowatt-hour
03,2023,AL,0.0,cents per kilowatt-hour
04,2023,ID,0.0,cents per kilowatt-hour
04,2023,IL,17.82,cents per kilowatt-hour
04,2023,IL,5.98,cents per kilowatt-hour
04,2023,IN,15.08,cents per kilowatt-hour
04,2023,IN,13.63,cents per kilowatt-hour
04,2023,IA,12.62,cents per kilowatt-hour
04,2023,IA,0.0,cents per kilowatt-hour
04,2023,KS,13.59,cents per kilowatt-hour
04,2023,KS,0.0,cents per kilowatt-hour
10,2023,CO,14.5,cents per kilowatt-hour
10,2023,CO,13.64,cents per kilowatt-hour
10,2023,CT,29.01,cents per kilowatt-hour
10,2023,CT,16.09,cents per kilowatt-hour
10,2023,DE,17.43,cents per kilowatt-hour
10,2023,DE,0.0,cents per kilowatt-hour
11,2023,KY,13.29,cents per kilowatt-hour
11,2023,KY,0.0,cents per kilowatt-hour
11,2023,LA,11.45,cents per kilowatt-hour
11,2023,LA,11.23,cents per kilowatt-hour
11,2023,ME,28.46,cents per kilowatt-hour
11,2023,ME,0.0,cents per kilowatt-hour
05,2023,NC,12.9,cents per kilowatt-hour
05,2023,NC,8.16,cents per kilowatt-hour
05,2023,ND,11.75,cents per kilowatt-hour
05,2023,ND,0.0,cents per kilowatt-hour
05,2023,OH,15.63,cents per kilowatt-hour
05,2023,OH,5.86,cents per kilowatt-hour
05,2023,OK,11.63,cents per kilowatt-hour
05,2023,OK,0.0,cents per kilowatt-hour
05,2023,OR,13.01,cents per kilowatt-hour
05,2023,OR,11.54,cents per kilowatt-hour
07,2023,NY,22.29,cents per kilowatt-hour
07,2023,NY,15.83,cents per kilowatt-hour
07,2023,NC,12.39,cents per kilowatt-hour
07,2023,NC,9.28,cents per kilowatt-hour
07,2023,ND,12.63,cents per kilowatt-hour
07,2023,ND,0.0,cents per kilowatt-hour
07,2023,OH,15.73,cents per kilowatt-hour
07,2023,OH,6.02,cents per kilowatt-hour
07,2023,OK,12.27,cents per kilowatt-hour
07,2023,OK,0.0,cents per kilowatt-hour
07,2023,OR,13.17,cents per kilowatt-hour
07,2023,OR,11.31,cents per kilowatt-hour
01,2023,WY,10.24,cents per kilowatt-hour
01,2023,WY,0.0,cents per kilowatt-hour
01,2023,NEW,29.95,cents per kilowatt-hour
01,2023,NEW,14.42,cents per kilowatt-hour
01,2023,MAT,19.88,cents per kilowatt-hour
01,2023,MAT,14.23,cents per kilowatt-hour
01,2023,ENC,15.8,cents per kilowatt-hour
01,2023,ENC,7.49,cents per kilowatt-hour
01,2023,WNC,11.34,cents per kilowatt-hour
01,2023,WNC,8.9,cents per kilowatt-hour
01,2023,SAT,13.9,cents per kilowatt-hour
02,2023,OK,11.34,cents per kilowatt-hour
02,2023,OK,0.0,cents per kilowatt-hour
02,2023,OR,12.25,cents per kilowatt-hour
02,2023,OR,11.1,cents per kilowatt-hour
02,2023,PA,18.33,cents per kilowatt-hour
02,2023,PA,11.46,cents per kilowatt-hour
02,2023,RI,29.08,cents per kilowatt-hour
03,2023,AK,23.45,cents per kilowatt-hour
03,2023,AK,0.0,cents per kilowatt-hour
03,2023,AZ,13.62,cents per kilowatt-hour
03,2023,AZ,8.96,cents per kilowatt-hour
03,2023,AR,12.21,cents per kilowatt-hour
03,2023,AR,11.18,cents per kilowatt-hour
03,2023,CA,30.39,cents per kilowatt-hour
03,2023,CA,11.79,cents per kilowatt-hour
03,2023,CO,13.8,cents per kilowatt-hour
03,2023,CO,12.37,cents per kilowatt-hour
03,2023,CT,33.06,cents per kilowatt-hour
03,2023,CT,27.22,cents per kilowatt-hour
03,2023,DE,15.33,cents per kilowatt-hour
03,2023,DE,0.0,cents per kilowatt-hour
07,2023,PA,17.94,cents per kilowatt-hour
07,2023,PA,10.04,cents per kilowatt-hour
07,2023,RI,24.31,cents per kilowatt-hour
07,2023,RI,16.73,cents per kilowatt-hour
07,2023,SC,13.21,cents per kilowatt-hour
07,2023,SC,0.0,cents per kilowatt-hour
07,2023,SD,13.3,cents per kilowatt-hour
07,2023,SD,0.0,cents per kilowatt-hour
07,2023,TN,12.22,cents per kilowatt-hour
07,2023,TN,0.0,cents per kilowatt-hour
07,2023,TX,13.95,cents per kilowatt-hour
07,2023,TX,7.22,cents per kilowatt-hour
07,2023,UT,11.71,cents per kilowatt-hour
07,2023,UT,12.31,cents per kilowatt-hour
05,2023,TN,12.27,cents per kilowatt-hour
05,2023,TN,0.0,cents per kilowatt-hour
05,2023,TX,14.65,cents per kilowatt-hour
05,2023,TX,6.84,cents per kilowatt-hour
05,2023,UT,10.84,cents per kilowatt-hour
05,2023,UT,12.3,cents per kilowatt-hour
05,2023,VT,21.03,cents per kilowatt-hour
05,2023,VT,0.0,cents per kilowatt-hour
05,2023,VA,15.19,cents per kilowatt-hour
05,2023,VA,10.76,cents per kilowatt-hour
02,2023,KY,12.64,cents per kilowatt-hour
02,2023,KY,0.0,cents per kilowatt-hour
02,2023,LA,12.88,cents per kilowatt-hour
02,2023,LA,13.22,cents per kilowatt-hour
02,2023,ME,26.32,cents per kilowatt-hour
02,2023,ME,0.0,cents per kilowatt-hour
02,2023,MD,16.22,cents per kilowatt-hour
02,2023,MD,11.23,cents per kilowatt-hour
02,2023,MA,32.56,cents per kilowatt-hour
02,2023,MA,8.65,cents per kilowatt-hour
12,2023,OK,10.79,cents per kilowatt-hour
12,2023,OK,0.0,cents per kilowatt-hour
12,2023,OR,12.61,cents per kilowatt-hour
12,2023,OR,11.73,cents per kilowatt-hour
12,2023,PA,17.52,cents per kilowatt-hour
12,2023,PA,10.71,cents per kilowatt-hour
12,2023,RI,30.86,cents per kilowatt-hour
12,2023,RI,20.94,cents per kilowatt-hour
05,2023,MN,15.32,cents per kilowatt-hour
05,2023,MN,12.66,cents per kilowatt-hour
05,2023,MS,13.89,cents per kilowatt-hour
05,2023,MS,0.0,cents per kilowatt-hour
05,2023,MO,12.27,cents per kilowatt-hour
05,2023,MO,8.43,cents per kilowatt-hour
05,2023,MT,12.79,cents per kilowatt-hour
05,2023,MT,0.0,cents per kilowatt-hour
05,2023,NE,11.77,cents per kilowatt-hour
05,2023,NE,0.0,cents per kilowatt-hour
01,2023,IL,15.99,cents per kilowatt-hour
01,2023,IL,7.44,cents per kilowatt-hour
01,2023,IN,15.43,cents per kilowatt-hour
01,2023,IN,13.29,cents per kilowatt-hour
01,2023,IA,11.38,cents per kilowatt-hour
01,2023,IA,0.0,cents per kilowatt-hour
01,2023,KS,12.73,cents per kilowatt-hour
01,2023,KS,0.0,cents per kilowatt-hour
02,2023,IL,17.03,cents per kilowatt-hour
02,2023,IL,7.15,cents per kilowatt-hour
02,2023,IN,16.12,cents per kilowatt-hour
02,2023,IN,0.0,cents per kilowatt-hour
02,2023,IA,11.69,cents per kilowatt-hour
02,2023,IA,0.0,cents per kilowatt-hour
02,2023,KS,14.45,cents per kilowatt-hour
02,2023,KS,0.0,cents per kilowatt-hour
04,2023,VT,0.0,cents per kilowatt-hour
05,2023,WA,11.16,cents per kilowatt-hour
05,2023,WA,10.24,cents per kilowatt-hour
05,2023,WV,14.6,cents per kilowatt-hour
05,2023,WV,0.0,cents per kilowatt-hour
05,2023,WI,17.43,cents per kilowatt-hour
05,2023,WI,16.34,cents per kilowatt-hour
05,2023,WY,11.9,cents per kilowatt-hour
05,2023,WY,0.0,cents per kilowatt-hour
05,2023,NEW,29.47,cents per kilowatt-hour
05,2023,NEW,11.16,cents per kilowatt-hour
05,2023,MAT,18.96,cents per kilowatt-hour
05,2023,MAT,14.3,cents per kilowatt-hour
05,2023,ENC,16.86,cents per kilowatt-hour
05,2023,ENC,7.27,cents per kilowatt-hour
05,2023,WNC,13.4,cents per kilowatt-hour
05,2023,WNC,10.3,cents per kilowatt-hour
05,2023,SAT,14.59,cents per kilowatt-hour
05,2023,SAT,10.27,cents per kilowatt-hour
06,2023,TN,12.34,cents per kilowatt-hour
06,2023,TN,0.0,cents per kilowatt-hour
06,2023,TX,14.35,cents per kilowatt-hour
06,2023,TX,6.99,cents per kilowatt-hour
06,2023,UT,11.44,cents per kilowatt-hour
06,2023,UT,12.37,cents per kilowatt-hour
06,2023,VT,21.0,cents per kilowatt-hour
06,2023,VT,0.0,cents per kilowatt-hour
01,2023,DE,14.25,cents per kilowatt-hour
01,2023,DE,0.0,cents per kilowatt-hour
01,2023,DC,14.96,cents per kilowatt-hour
01,2023,DC,10.26,cents per kilowatt-hour
01,2023,FL,14.89,cents per kilowatt-hour
01,2023,FL,11.14,cents per kilowatt-hour
01,2023,GA,12.81,cents per kilowatt-hour
01,2023,GA,9.28,cents per kilowatt-hour
01,2023,HI,44.96,cents per kilowatt-hour
01,2023,HI,0.0,cents per kilowatt-hour
01,2023,ID,10.51,cents per kilowatt-hour
01,2023,ID,0.0,cents per kilowatt-hour
05,2023,NV,17.43,cents per kilowatt-hour
05,2023,NV,13.02,cents per kilowatt-hour
05,2023,NH,30.6,cents per kilowatt-hour
05,2023,NH,0.0,cents per kilowatt-hour
05,2023,NJ,17.13,cents per kilowatt-hour
05,2023,NJ,11.94,cents per kilowatt-hour
05,2023,NM,12.96,cents per kilowatt-hour
05,2023,NM,0.0,cents per kilowatt-hour
12,2023,VT,21.09,cents per kilowatt-hour
12,2023,VT,0.0,cents per kilowatt-hour
12,2023,VA,13.54,cents per kilowatt-hour
12,2023,VA,9.97,cents per kilowatt-hour
12,2023,WA,10.98,cents per kilowatt-hour
12,2023,WA,10.08,cents per kilowatt-hour
07,2023,ENC,16.1,cents per kilowatt-hour
07,2023,ENC,6.91,cents per kilowatt-hour
07,2023,WNC,14.3,cents per kilowatt-hour
07,2023,WNC,13.12,cents per kilowatt-hour
07,2023,SAT,14.23,cents per kilowatt-hour
07,2023,SAT,10.22,cents per kilowatt-hour
04,2023,VA,14.58,cents per kilowatt-hour
04,2023,VA,14.4,cents per kilowatt-hour
04,2023,WA,10.95,cents per kilowatt-hour
04,2023,WA,10.19,cents per kilowatt-hour
04,2023,WV,14.38,cents per kilowatt-hour
04,2023,WV,0.0,cents per kilowatt-hour
04,2023,WI,16.98,cents per kilowatt-hour
04,2023,WI,16.93,cents per kilowatt-hour
04,2023,WY,11.19,cents per kilowatt-hour
04,2023,WY,0.0,cents per kilowatt-hour
04,2023,NEW,31.22,cents per kilowatt-hour
04,2023,NEW,11.64,cents per kilowatt-hour
04,2023,MAT,18.74,cents per kilowatt-hour
04,2023,MAT,13.59,cents per kilowatt-hour
04,2023,ENC,16.57,cents per kilowatt-hour
04,2023,ENC,6.37,cents per kilowatt-hour
04,2023,WNC,12.65,cents per kilowatt-hour
04,2023,WNC,9.55,cents per kilowatt-hour
04,2023,SAT,14.64,cents per kilowatt-hour
09,2023,FL,15.48,cents per kilowatt-hour
05,2023,ESC,13.26,cents per kilowatt-hour
05,2023,ESC,0.0,cents per kilowatt-hour
05,2023,WSC,13.81,cents per kilowatt-hour
05,2023,WSC,7.11,cents per kilowatt-hour
05,2023,MTN,13.89,cents per kilowatt-hour
05,2023,MTN,11.61,cents per kilowatt-hour
05,2023,PACC,22.11,cents per kilowatt-hour
05,2023,PACC,12.86,cents per kilowatt-hour
09,2023,AK,24.57,cents per kilowatt-hour
09,2023,AK,0.0,cents per kilowatt-hour
09,2023,AZ,14.38,cents per kilowatt-hour
09,2023,AZ,10.41,cents per kilowatt-hour
09,2023,AR,12.69,cents per kilowatt-hour
09,2023,AR,15.52,cents per kilowatt-hour
09,2023,CA,30.01,cents per kilowatt-hour
09,2023,CA,15.19,cents per kilowatt-hour
09,2023,CO,15.03,cents per kilowatt-hour
09,2023,CO,15.43,cents per kilowatt-hour
09,2023,CT,29.31,cents per kilowatt-hour
09,2023,CT,20.36,cents per kilowatt-hour
08,2023,AZ,13.83,cents per kilowatt-hour
08,2023,AZ,10.38,cents per kilowatt-hour
08,2023,AR,12.47,cents per kilowatt-hour
08,2023,AR,15.52,cents per kilowatt-hour
03,2023,NE,10.48,cents per kilowatt-hour
03,2023,NE,0.0,cents per kilowatt-hour
03,2023,NV,17.11,cents per kilowatt-hour
03,2023,NV,12.96,cents per kilowatt-hour
03,2023,NH,30.25,cents per kilowatt-hour
03,2023,NH,0.0,cents per kilowatt-hour
03,2023,NJ,17.12,cents per kilowatt-hour
03,2023,NJ,11.38,cents per kilowatt-hour
03,2023,NM,13.05,cents per kilowatt-hour
03,2023,NM,0.0,cents per kilowatt-hour
03,2023,NY,21.21,cents per kilowatt-hour
03,2023,NY,14.73,cents per kilowatt-hour
03,2023,NC,12.67,cents per kilowatt-hour
03,2023,NC,7.96,cents per kilowatt-hour
07,2023,ESC,13.03,cents per kilowatt-hour
07,2023,ESC,0.0,cents per kilowatt-hour
07,2023,WSC,13.34,cents per kilowatt-hour
07,2023,WSC,7.48,cents per kilowatt-hour
07,2023,MTN,14.03,cents per kilowatt-hour
07,2023,MTN,13.26,cents per kilowatt-hour
07,2023,PACC,23.37,cents per kilowatt-hour
07,2023,PACC,12.82,cents per kilowatt-hour
07,2023,PACN,34.13,cents per kilowatt-hour
07,2023,PACN,0.0,cents per kilowatt-hour
07,2023,US,15.86,cents per kilowatt-hour
07,2023,US,12.77,cents per kilowatt-hour
08,2023,AL,14.19,cents per kilowatt-hour
08,2023,AL,0.0,cents per kilowatt-hour
05,2023,PA,18.46,cents per kilowatt-hour
05,2023,PA,9.3,cents per kilowatt-hour
05,2023,RI,26.84,cents per kilowatt-hour
05,2023,RI,16.88,cents per kilowatt-hour
09,2023,FL,11.69,cents per kilowatt-hour
09,2023,GA,13.97,cents per kilowatt-hour
09,2023,GA,9.4,cents per kilowatt-hour
09,2023,HI,41.52,cents per kilowatt-hour
09,2023,HI,0.0,cents per kilowatt-hour
09,2023,ID,11.53,cents per kilowatt-hour
09,2023,ID,0.0,cents per kilowatt-hour
09,2023,IL,14.7,cents per kilowatt-hour
09,2023,IL,7.0,cents per kilowatt-hour
02,2023,WA,10.71,cents per kilowatt-hour
02,2023,WA,10.54,cents per kilowatt-hour
02,2023,WV,13.55,cents per kilowatt-hour
02,2023,WV,0.0,cents per kilowatt-hour
02,2023,WI,16.33,cents per kilowatt-hour
02,2023,WI,16.41,cents per kilowatt-hour
02,2023,WY,10.26,cents per kilowatt-hour
02,2023,WY,0.0,cents per kilowatt-hour
02,2023,NEW,31.26,cents per kilowatt-hour
02,2023,NEW,19.09,cents per kilowatt-hour
02,2023,MAT,20.26,cents per kilowatt-hour
02,2023,MAT,14.84,cents per kilowatt-hour
06,2023,PACN,0.0,cents per kilowatt-hour
06,2023,US,16.09,cents per kilowatt-hour
06,2023,US,12.41,cents per kilowatt-hour
03,2023,OK,11.71,cents per kilowatt-hour
03,2023,OK,0.0,cents per kilowatt-hour
03,2023,OR,12.22,cents per kilowatt-hour
03,2023,OR,11.43,cents per kilowatt-hour
02,2023,MI,17.99,cents per kilowatt-hour
02,2023,MI,12.67,cents per kilowatt-hour
02,2023,MN,13.63,cents per kilowatt-hour
02,2023,MN,11.88,cents per kilowatt-hour
02,2023,MS,13.57,cents per kilowatt-hour
02,2023,MS,0.0,cents per kilowatt-hour
02,2023,MO,11.36,cents per kilowatt-hour
02,2023,MO,7.74,cents per kilowatt-hour
02,2023,MT,11.96,cents per kilowatt-hour
02,2023,MT,0.0,cents per kilowatt-hour
02,2023,NE,10.16,cents per kilowatt-hour
02,2023,NE,0.0,cents per kilowatt-hour
02,2023,NV,17.04,cents per kilowatt-hour
02,2023,NV,13.21,cents per kilowatt-hour
02,2023,NH,30.98,cents per kilowatt-hour
02,2023,NH,0.0,cents per kilowatt-hour
02,2023,NJ,16.97,cents per kilowatt-hour
02,2023,NJ,12.64,cents per kilowatt-hour
02,2023,NM,13.75,cents per kilowatt-hour
02,2023,NM,0.0,cents per kilowatt-hour
02,2023,NY,24.18,cents per kilowatt-hour
02,2023,NY,15.75,cents per kilowatt-hour
11,2023,NM,14.2,cents per kilowatt-hour
11,2023,NM,0.0,cents per kilowatt-hour
11,2023,NY,22.85,cents per kilowatt-hour
11,2023,NY,15.78,cents per kilowatt-hour
11,2023,NC,13.39,cents per kilowatt-hour
11,2023,NC,9.27,cents per kilowatt-hour
11,2023,ND,10.77,cents per kilowatt-hour
11,2023,ND,0.0,cents per kilowatt-hour
11,2023,OH,15.65,cents per kilowatt-hour
11,2023,OH,6.15,cents per kilowatt-hour
11,2023,OK,11.88,cents per kilowatt-hour
11,2023,OK,0.0,cents per kilowatt-hour
11,2023,OR,12.99,cents per kilowatt-hour
11,2023,OR,11.51,cents per kilowatt-hour
11,2023,PA,18.11,cents per kilowatt-hour
11,2023,PA,10.08,cents per kilowatt-hour
02,2023,ENC,16.28,cents per kilowatt-hour
02,2023,ENC,7.08,cents per kilowatt-hour
02,2023,WNC,12.03,cents per kilowatt-hour
02,2023,WNC,9.72,cents per kilowatt-hour
02,2023,SAT,14.56,cents per kilowatt-hour
02,2023,SAT,10.24,cents per kilowatt-hour
02,2023,ESC,13.39,cents per kilowatt-hour
02,2023,ESC,0.0,cents per kilowatt-hour
03,2023,PA,18.13,cents per kilowatt-hour
03,2023,PA,9.36,cents per kilowatt-hour
03,2023,RI,27.91,cents per kilowatt-hour
03,2023,RI,16.1,cents per kilowatt-hour
12,2023,MT,12.58,cents per kilowatt-hour
12,2023,MT,0.0,cents per kilowatt-hour
12,2023,NE,10.47,cents per kilowatt-hour
12,2023,NE,0.0,cents per kilowatt-hour
12,2023,NV,15.55,cents per kilowatt-hour
12,2023,NV,12.1,cents per kilowatt-hour
12,2023,NH,24.74,cents per kilowatt-hour
12,2023,NH,0.0,cents per kilowatt-hour
12,2023,NJ,17.56,cents per kilowatt-hour
12,2023,NJ,11.66,cents per kilowatt-hour
12,2023,NM,13.37,cents per kilowatt-hour
12,2023,NM,0.0,cents per kilowatt-hour
12,2023,NY,22.42,cents per kilowatt-hour
12,2023,NY,14.38,cents per kilowatt-hour
12,2023,NC,12.97,cents per kilowatt-hour
12,2023,NC,9.33,cents per kilowatt-hour
09,2023,MS,12.85,cents per kilowatt-hour
09,2023,MS,0.0,cents per kilowatt-hour
09,2023,MO,14.03,cents per kilowatt-hour
09,2023,MO,13.31,cents per kilowatt-hour
09,2023,MT,13.15,cents per kilowatt-hour
09,2023,MT,0.0,cents per kilowatt-hour
09,2023,NE,12.32,cents per kilowatt-hour
09,2023,NE,0.0,cents per kilowatt-hour
09,2023,NV,16.94,cents per kilowatt-hour
09,2023,NV,13.01,cents per kilowatt-hour
09,2023,NH,23.24,cents per kilowatt-hour
09,2023,NH,0.0,cents per kilowatt-hour
09,2023,NJ,17.97,cents per kilowatt-hour
09,2023,NJ,11.86,cents per kilowatt-hour
09,2023,NM,14.88,cents per kilowatt-hour
09,2023,NM,0.0,cents per kilowatt-hour
09,2023,NY,23.24,cents per kilowatt-hour
09,2023,NY,19.09,cents per kilowatt-hour
09,2023,NC,13.72,cents per kilowatt-hour
09,2023,NC,10.12,cents per kilowatt-hour
10,2023,DC,18.03,cents per kilowatt-hour
10,2023,DC,10.51,cents per kilowatt-hour
10,2023,FL,15.45,cents per kilowatt-hour
10,2023,FL,11.45,cents per kilowatt-hour
10,2023,GA,13.69,cents per kilowatt-hour
10,2023,GA,6.13,cents per kilowatt-hour
10,2023,HI,42.68,cents per kilowatt-hour
10,2023,HI,0.0,cents per kilowatt-hour
10,2023,ID,12.07,cents per kilowatt-hour
10,2023,ID,0.0,cents per kilowatt-hour
10,2023,IL,15.75,cents per kilowatt-hour
10,2023,IL,7.14,cents per kilowatt-hour
10,2023,IN,15.17,cents per kilowatt-hour
10,2023,IN,13.29,cents per kilowatt-hour
10,2023,IA,13.46,cents per kilowatt-hour
10,2023,IA,0.0,cents per kilowatt-hour
10,2023,KS,13.45,cents per kilowatt-hour
10,2023,KS,0.0,cents per kilowatt-hour
12,2023,ND,10.27,cents per kilowatt-hour
12,2023,ND,0.0,cents per kilowatt-hour
12,2023,OH,15.57,cents per kilowatt-hour
12,2023,OH,6.14,cents per kilowatt-hour
04,2023,SAT,10.11,cents per kilowatt-hour
04,2023,ESC,13.06,cents per kilowatt-hour
04,2023,ESC,0.0,cents per kilowatt-hour
04,2023,WSC,13.56,cents per kilowatt-hour
04,2023,WSC,7.37,cents per kilowatt-hour
04,2023,MTN,13.38,cents per kilowatt-hour
04,2023,MTN,12.16,cents per kilowatt-hour
04,2023,PACC,21.33,cents per kilowatt-hour
04,2023,PACC,11.37,cents per kilowatt-hour
04,2023,PACN,34.5,cents per kilowatt-hour
04,2023,PACN,0.0,cents per kilowatt-hour
04,2023,US,16.1,cents per kilowatt-hour
04,2023,US,12.05,cents per kilowatt-hour
07,2023,LA,11.26,cents per kilowatt-hour
07,2023,LA,10.91,cents per kilowatt-hour
03,2023,ND,9.75,cents per kilowatt-hour
03,2023,ND,0.0,cents per kilowatt-hour
03,2023,OH,14.89,cents per kilowatt-hour
03,2023,OH,5.63,cents per kilowatt-hour
06,2023,OK,12.43,cents per kilowatt-hour
06,2023,OK,0.0,cents per kilowatt-hour
06,2023,OR,13.14,cents per kilowatt-hour
06,2023,OR,11.36,cents per kilowatt-hour
06,2023,PA,18.39,cents per kilowatt-hour
06,2023,PA,9.04,cents per kilowatt-hour
06,2023,RI,23.83,cents per kilowatt-hour
06,2023,RI,17.72,cents per kilowatt-hour
06,2023,SC,13.75,cents per kilowatt-hour
06,2023,SC,0.0,cents per kilowatt-hour
06,2023,SD,13.3,cents per kilowatt-hour
06,2023,SD,0.0,cents per kilowatt-hour
03,2023,MTN,13.04,cents per kilowatt-hour
03,2023,MTN,12.14,cents per kilowatt-hour
09,2023,ND,12.83,cents per kilowatt-hour
09,2023,ND,0.0,cents per kilowatt-hour
10,2023,KY,13.17,cents per kilowatt-hour
10,2023,KY,0.0,cents per kilowatt-hour
10,2023,LA,11.95,cents per kilowatt-hour
10,2023,LA,10.61,cents per kilowatt-hour
10,2023,ME,29.06,cents per kilowatt-hour
10,2023,ME,0.0,cents per kilowatt-hour
10,2023,MD,18.38,cents per kilowatt-hour
10,2023,MD,11.55,cents per kilowatt-hour
10,2023,MA,28.19,cents per kilowatt-hour
10,2023,MA,6.65,cents per kilowatt-hour
10,2023,MI,19.2,cents per kilowatt-hour
10,2023,MI,14.43,cents per kilowatt-hour
10,2023,MN,15.45,cents per kilowatt-hour
10,2023,MN,12.4,cents per kilowatt-hour
10,2023,MS,13.47,cents per kilowatt-hour
10,2023,MS,0.0,cents per kilowatt-hour
10,2023,MO,12.2,cents per kilowatt-hour
10,2023,MO,12.48,cents per kilowatt-hour
10,2023,MT,12.93,cents per kilowatt-hour
10,2023,MT,0.0,cents per kilowatt-hour
07,2023,ME,27.73,cents per kilowatt-hour
07,2023,ME,0.0,cents per kilowatt-hour
07,2023,VT,20.45,cents per kilowatt-hour
07,2023,VT,0.0,cents per kilowatt-hour
07,2023,VA,13.88,cents per kilowatt-hour
07,2023,VA,10.91,cents per kilowatt-hour
07,2023,WA,11.15,cents per kilowatt-hour
07,2023,WA,9.89,cents per kilowatt-hour
07,2023,WV,14.08,cents per kilowatt-hour
07,2023,WV,0.0,cents per kilowatt-hour
07,2023,WI,17.02,cents per kilowatt-hour
07,2023,WI,16.5,cents per kilowatt-hour
07,2023,WY,12.49,cents per kilowatt-hour
07,2023,WY,0.0,cents per kilowatt-hour
07,2023,NEW,26.84,cents per kilowatt-hour
07,2023,NEW,12.52,cents per kilowatt-hour
07,2023,MAT,19.7,cents per kilowatt-hour
07,2023,MAT,14.73,cents per kilowatt-hour
09,2023,WV,14.35,cents per kilowatt-hour
09,2023,WV,0.0,cents per kilowatt-hour
02,2023,NC,12.75,cents per kilowatt-hour
02,2023,NC,7.81,cents per kilowatt-hour
02,2023,ND,10.01,cents per kilowatt-hour
02,2023,ND,0.0,cents per kilowatt-hour
02,2023,OH,14.62,cents per kilowatt-hour
02,2023,OH,5.31,cents per kilowatt-hour
01,2023,KY,12.83,cents per kilowatt-hour
01,2023,KY,0.0,cents per kilowatt-hour
01,2023,LA,11.98,cents per kilowatt-hour
01,2023,LA,9.77,cents per kilowatt-hour
01,2023,ME,24.08,cents per kilowatt-hour
01,2023,ME,0.0,cents per kilowatt-hour
01,2023,MD,15.98,cents per kilowatt-hour
01,2023,MD,10.79,cents per kilowatt-hour
01,2023,MA,32.19,cents per kilowatt-hour
01,2023,MA,7.2,cents per kilowatt-hour
01,2023,MI,18.16,cents per kilowatt-hour
01,2023,MI,12.07,cents per kilowatt-hour
01,2023,MN,13.25,cents per kilowatt-hour
01,2023,MN,11.07,cents per kilowatt-hour
01,2023,MS,12.98,cents per kilowatt-hour
01,2023,MS,0.0,cents per kilowatt-hour
01,2023,MO,10.54,cents per kilowatt-hour
01,2023,MO,7.14,cents per kilowatt-hour
01,2023,MT,11.89,cents per kilowatt-hour
01,2023,MT,0.0,cents per kilowatt-hour
01,2023,NE,9.27,cents per kilowatt-hour
09,2023,WI,17.41,cents per kilowatt-hour
09,2023,WI,19.26,cents per kilowatt-hour
09,2023,WY,12.64,cents per kilowatt-hour
09,2023,WY,0.0,cents per kilowatt-hour
09,2023,NEW,27.37,cents per kilowatt-hour
09,2023,NEW,12.49,cents per kilowatt-hour
09,2023,MAT,20.11,cents per kilowatt-hour
09,2023,MAT,17.58,cents per kilowatt-hour
09,2023,OH,15.59,cents per kilowatt-hour
09,2023,OH,6.68,cents per kilowatt-hour
09,2023,OK,13.03,cents per kilowatt-hour
09,2023,OK,0.0,cents per kilowatt-hour
09,2023,OR,13.19,cents per kilowatt-hour
09,2023,OR,11.28,cents per kilowatt-hour
09,2023,PA,18.02,cents per kilowatt-hour
09,2023,PA,10.6,cents per kilowatt-hour
09,2023,RI,25.27,cents per kilowatt-hour
05,2023,PACN,34.99,cents per kilowatt-hour
05,2023,PACN,0.0,cents per kilowatt-hour
01,2023,AK,21.73,cents per kilowatt-hour
01,2023,AK,0.0,cents per kilowatt-hour
01,2023,AZ,12.63,cents per kilowatt-hour
01,2023,AZ,8.77,cents per kilowatt-hour
01,2023,AR,11.42,cents per kilowatt-hour
01,2023,AR,13.94,cents per kilowatt-hour
01,2023,CA,26.47,cents per kilowatt-hour
01,2023,CA,11.67,cents per kilowatt-hour
01,2023,CO,14.11,cents per kilowatt-hour
01,2023,CO,12.57,cents per kilowatt-hour
01,2023,CT,30.29,cents per kilowatt-hour
01,2023,CT,25.99,cents per kilowatt-hour
01,2023,WV,13.06,cents per kilowatt-hour
01,2023,WV,0.0,cents per kilowatt-hour
01,2023,WI,16.17,cents per kilowatt-hour
01,2023,WI,15.54,cents per kilowatt-hour
10,2023,US,16.48,cents per kilowatt-hour
10,2023,US,12.65,cents per kilowatt-hour
11,2023,AL,14.98,cents per kilowatt-hour
11,2023,AL,0.0,cents per kilowatt-hour
11,2023,AK,24.13,cents per kilowatt-hour
11,2023,AK,0.0,cents per kilowatt-hour
11,2023,AZ,14.55,cents per kilowatt-hour
11,2023,AZ,9.68,cents per kilowatt-hour
01,2023,NE,0.0,cents per kilowatt-hour
01,2023,NV,16.8,cents per kilowatt-hour
01,2023,NV,11.91,cents per kilowatt-hour
01,2023,NH,31.68,cents per kilowatt-hour
01,2023,NH,0.0,cents per kilowatt-hour
01,2023,OK,10.75,cents per kilowatt-hour
01,2023,OK,0.0,cents per kilowatt-hour
01,2023,OR,12.09,cents per kilowatt-hour
01,2023,OR,11.16,cents per kilowatt-hour
01,2023,PA,18.02,cents per kilowatt-hour
01,2023,PA,11.24,cents per kilowatt-hour
01,2023,RI,28.94,cents per kilowatt-hour
01,2023,RI,17.94,cents per kilowatt-hour
01,2023,SC,13.58,cents per kilowatt-hour
01,2023,SC,0.0,cents per kilowatt-hour
01,2023,SD,11.19,cents per kilowatt-hour
01,2023,SD,0.0,cents per kilowatt-hour
